Datetime,Tweet Id,Text
2021-05-23 11:24:20,1396426768320536578,"Giffey soll man nicht mit Schavan vergleichen, Schavan sollte man damals nicht mit Guttenberg vergleichen - man sol… https://t.co/Tkf9YB6y9h"
2021-05-23 11:18:21,1396425263962116097,Flat characters werden in guten Serien allmählich zu round characters (z.B. Jesse Pinkman) - das erzeugt den Sogeffekt.
2021-05-23 09:15:39,1396394381867880450,"Das Credo der Politischen Korrektheit:
Es gibt keine Natur des Menschen;
es geht immer nur um die Macht;
die kleins… https://t.co/WJ0ZHBF3nr"
2021-05-23 09:14:02,1396393974995226624,RT @shlomosapiens: Boris Johnson! 😍👍🏻👍🏻 https://t.co/kBTwdf2Z3A
2021-05-21 10:29:36,1395688218473996292,"Das meinte Taleb mit ""intellectual yet idiot"". https://t.co/Af5GwKLWhc"
2021-05-21 06:41:44,1395630872997548035,"Wenn es um Aufklärung, Toleranz und Freiheit geht, spielen Mut und Feigheit die Hauptrollen."
2021-05-21 06:25:55,1395626894184288258,"Alles Gute ist ""trans-"", alles Böse ist ""-phob""."
2021-05-21 05:59:49,1395620324411117569,Das 21. Jahrhundert hat als Zeitalter der emotionalen Inkontinenz begonnen: Die Wahrheit muss verletzten Gefühlen weichen.
2021-05-20 16:53:35,1395422462540648450,"RT @AhmadMansour__: Ich freue mich sehr, wenn Menschen, die ein paar Wochen Praktikum in #Israel / #Palaestina  gemacht haben, mir mein Lan…"
2021-05-20 16:50:51,1395421776717430786,"Wir leben in einer kognitiven Klassengesellschaft, deren Elite das dissimuliert, indem sie das Thema ""Intelligenz"" tabuisiert."
2021-05-20 11:30:40,1395341197833539587,Die Exzellenz vieler Juden und der Erfolg Israels in einer extrem feindlichen Umwelt treiben die Antisemiten zum Wahnsinn.
2021-05-20 11:28:24,1395340626770767873,"Das ""Trotzdem FDP"" wird immer schwieriger. https://t.co/KQ8HVQXLrL"
2021-05-20 06:15:15,1395261819716096003,"Der alte, weiße Mann, der der ""woken"" Jugend am verhasstesten sein müsste, ist Aristoteles, denn der hat die Logik erfunden."
2021-05-20 05:36:44,1395252129925931009,Die Etappen den heiligen Aktivismus: Puritaner - Jakobiner - Bolschewiken - Grüne.
2021-05-20 05:35:45,1395251879295262722,"Die Linken sind heute extrem antimarxistisch, denn sie setzen auf das ""Lumpenproletariat"", das Marx verabscheut hat… https://t.co/Hy1ovCfC6Z"
2021-05-19 12:40:47,1394996455056760835,"Das Lob des Abnormalen begründet sich so: Wenn jemand in einer kranken Gesellschaft normal ist, muss er krank sein."
2021-05-19 08:25:32,1394932221199458308,"Im westlichen Diskurs geht die Wahnidee, Israel und die USA seien die gefährlichsten Staaten der Welt und Israel im… https://t.co/4yJYWSvc4r"
2021-05-19 08:23:48,1394931783255445505,In Berlin muss man das carpe diem zum carpe horam zuspitzen.
2021-05-18 16:06:12,1394685761627242504,"@APosener Ich sehe Merkels legacy zwar sehr anders, aber: toll argumentiert - chapeau!"
2021-05-18 15:54:51,1394682904480002049,Argo Nerd ist wirklich ein Stachel im Fleisch der Fanatiker. https://t.co/higEU7ucoF
2021-05-18 14:50:59,1394666833052110853,"Da jede Unterscheidung diskriminiert, muss man aufhören zu denken, wenn man niemanden verletzen will."
2021-05-18 14:48:43,1394666264635838465,Der moralische Luxus absoluter Humanität kostet nichts.
2021-05-18 14:09:06,1394656292132765697,Der Expertenfetischismus funktioniert genauso wie der Warenfetischismus.
2021-05-18 13:11:18,1394641745976102917,"Leute, die sich für ""spontan"" halten, sind einfach nur rücksichtslos, und Leute, die sich für ""authentisch"" halten,… https://t.co/u4sYmBcKz2"
2021-05-18 13:00:32,1394639039454760972,"RT @ulfposh: Walter-Borjans deplatzierte Forderung drückt den Größenwahn eines Landes aus, das sich, weil es von Kriegen verschont blieb, i…"
2021-05-18 07:09:16,1394550639447977986,"Verschwörungstheoretischer Gedanke, der sich mir in letzter Zeit immer häufiger aufdrängt: Die SPD ist unterwandert."
2021-05-18 07:03:33,1394549200831098880,Der Ethikrat - eine ständig sprudelnde Quelle der Heiterkeit. https://t.co/FqtofN6cay
2021-05-18 07:00:02,1394548317246349312,RT @ZhangDanhong: Hat die Dame Dauerschluckauf? https://t.co/TfMnA3skLy
2021-05-18 06:51:38,1394546202427990019,Man muss gegen die Antisemiten nichts unternehmen - die wollen nur Spaß. https://t.co/WfVYugr04L
2021-05-18 06:27:16,1394540070053548032,"He, who has so little knowledge of human nature, as to seek happiness by changing everything, but his own dispositi… https://t.co/K63jhhvheb"
2021-05-18 06:12:54,1394536454316077056,"Bei CNN habe ich gestern gelernt, dass der Terror der Hamas Notwehr ist."
2021-05-18 06:10:42,1394535898163916802,"Das Wohlwollen des paternalistischen Staates ist die Lizenz für Politiker, sich in alle Angelegenheiten des Alltags… https://t.co/3rI18oDm3k"
2021-05-18 05:47:32,1394530068999835651,"@maternus Die SPD war ja auch schon bereit, den USA Demokratieunterricht zu erteilen."
2021-05-18 05:42:47,1394528875804299269,St. Just ist das Idol der Politischen Korrektheit: Moral durch Terror.
2021-05-18 05:41:36,1394528575211151366,Wie die Religion ist auch der Patriotismus heute Privatsache.
2021-05-18 05:40:31,1394528303000784897,"RT @shlomosapiens: In einer Sprache, die Genozid als „Endlösung“ verbrämte und Massenmord in der Gaskammer als „Sonderbehandlung“, sind Beg…"
2021-05-17 12:29:10,1394268757208535046,Die Feministinnen bekämpfen vor allem die Femininisten.
2021-05-17 09:02:25,1394216727014223873,"Man muss Böhmermann dankbar sein, denn er formuliert in aller Klarheit das politische Selbstverständnis der öffentlich-rechtlichen Medien."
2021-05-17 08:09:09,1394203321662115840,"Die Linke kommt, wie der Name schon sagt, aus der Mitte der Gesellschaft, während die FDP am äußersten rechten Rand angesiedelt ist."
